# PARAMETER	UT	20.97
# PARAMETER	MJD	57985.98
# PARAMETER	PHASE	3.5
# lambda[A]     F[erg/c2/A] 
3501.1390	9.3315000e-20
3501.3390	9.3315000e-20
3501.5390	9.3315000e-20
3501.9390	9.3315000e-20
3502.1390	6.5060000e-19
3502.3390	6.5060000e-19
3502.5390	5.4358000e-19
3502.7390	5.4358000e-19
3502.9390	5.4358000e-19
3503.1390	6.5060000e-19
3503.3390	6.5060000e-19
3503.7390	6.5060000e-19
3504.1390	6.5060000e-19
3504.3390	2.0135000e-18
3504.5390	2.0135000e-18
3504.7390	2.5741000e-18
3504.9390	2.5741000e-18
3505.1400	2.5741000e-18
3505.3400	2.5741000e-18
3505.5400	2.5741000e-18
3505.7400	2.6237000e-18
3505.9400	2.0135000e-18
3506.1400	2.0135000e-18
3506.3400	2.6237000e-18
3506.5400	3.0018000e-18
3506.7400	4.1336000e-18
3506.9400	4.1336000e-18
3507.1400	4.1336000e-18
3507.3400	3.1555000e-18
3507.5400	3.0018000e-18
3507.7400	2.6237000e-18
3507.9400	2.6237000e-18
3508.1400	3.0018000e-18
3508.3400	3.0018000e-18
3508.5400	1.1182000e-18
3508.7400	3.0018000e-18
3508.9400	3.0018000e-18
3509.1400	3.0018000e-18
3509.3400	2.2761000e-18
3509.5400	2.2761000e-18
3509.7400	3.1555000e-18
3509.9400	2.2761000e-18
3510.1400	2.2761000e-18
3510.3400	3.1555000e-18
3510.5400	3.1555000e-18
3510.7410	3.1555000e-18
3510.9410	2.2761000e-18
3511.1410	2.2761000e-18
3511.3410	2.2761000e-18
3511.5410	1.7160000e-18
3511.7410	1.7160000e-18
3511.9410	2.2761000e-18
3512.1410	2.2761000e-18
3512.3410	1.7160000e-18
3512.5410	2.2761000e-18
3512.9410	2.2761000e-18
3513.1410	2.2761000e-18
3513.3410	2.1945000e-18
3513.5410	2.1945000e-18
3513.7410	2.1945000e-18
3513.9410	2.6585000e-18
3514.1410	2.1945000e-18
3514.3410	2.1945000e-18
3514.7410	2.1945000e-18
3514.9410	2.1060000e-18
3515.1410	2.1060000e-18
3515.3410	2.1060000e-18
3515.5410	2.1060000e-18
3515.7410	2.1060000e-18
3516.1420	2.1945000e-18
3516.3420	2.6585000e-18
3516.5420	4.2847000e-18
3516.7420	4.2847000e-18
3516.9420	4.2847000e-18
3517.1420	4.3236000e-18
3517.3420	4.2847000e-18
3517.5420	4.2847000e-18
3517.7420	2.7649000e-18
3517.9420	4.2847000e-18
3518.1420	4.2847000e-18
3518.3420	3.8142000e-18
3518.5420	4.2847000e-18
3518.7420	4.2847000e-18
3518.9420	4.2847000e-18
3519.1420	4.2847000e-18
3519.3420	4.3236000e-18
3519.7420	4.2847000e-18
3519.9420	3.8142000e-18
3520.1420	4.2847000e-18
3520.3420	5.4333000e-18
3520.5420	4.5370000e-18
3520.7420	4.2847000e-18
3520.9420	4.5370000e-18
3521.1420	3.8142000e-18
3521.3420	2.7649000e-18
3521.5420	2.6334000e-18
3521.7430	2.7649000e-18
3521.9430	3.8142000e-18
3522.1430	3.8142000e-18
3522.3430	3.7037000e-18
3522.5430	3.7037000e-18
3522.7430	2.6334000e-18
3522.9430	2.6334000e-18
3523.3430	3.7037000e-18
3523.5430	4.5370000e-18
3523.7430	4.5370000e-18
3523.9430	3.7037000e-18
3524.3430	3.7037000e-18
3524.5430	4.5370000e-18
3524.7430	3.7037000e-18
3524.9430	2.4400000e-18
3525.1430	2.4400000e-18
3525.3430	3.7037000e-18
3525.5430	2.4400000e-18
3525.7430	3.7037000e-18
3525.9430	3.8631000e-18
3526.1430	3.8631000e-18
3526.3430	3.7037000e-18
3526.5430	2.4400000e-18
3526.7430	2.4400000e-18
3526.9430	1.5290000e-18
3527.1440	1.0915000e-18
3527.3440	1.0915000e-18
3527.5440	8.6664000e-19
3528.3440	8.6664000e-19
3528.5440	8.6664000e-19
3528.7440	1.0915000e-18
3528.9440	8.6664000e-19
3529.1440	8.6664000e-19
3529.3440	1.0915000e-18
3529.5440	1.0915000e-18
3529.7440	1.0915000e-18
3529.9440	1.3548000e-18
3530.1440	1.3548000e-18
3530.3440	1.3548000e-18
3530.5440	1.9010000e-18
3530.7440	1.9010000e-18
3530.9440	3.5628000e-18
3531.1440	3.7947000e-18
3531.3440	3.7947000e-18
3531.5440	3.7947000e-18
3531.7440	3.5628000e-18
3531.9440	3.5628000e-18
3532.1440	3.5628000e-18
3532.3440	2.9873000e-18
3532.5440	1.9010000e-18
3532.7450	2.9873000e-18
3532.9450	2.5219000e-18
3533.1450	2.5219000e-18
3533.3450	2.9873000e-18
3533.5450	2.5219000e-18
3533.7450	2.9873000e-18
3533.9450	2.9873000e-18
3534.1450	2.9873000e-18
3534.3450	2.9873000e-18
3534.5450	2.5219000e-18
3534.7450	1.0339000e-18
3534.9450	2.5219000e-18
3535.1450	2.5219000e-18
3535.3450	2.5219000e-18
3535.5450	2.5219000e-18
3535.7450	2.7403000e-18
3535.9450	2.9873000e-18
3536.1450	2.9873000e-18
3536.3450	3.9602000e-18
3536.5450	3.9602000e-18
3536.7450	4.0574000e-18
3536.9450	3.9602000e-18
3537.1450	3.9803000e-18
3537.3450	3.9803000e-18
3537.5450	3.9803000e-18
3537.7450	3.9803000e-18
3537.9450	3.9803000e-18
3538.1460	3.9602000e-18
3538.3460	3.8396000e-18
3538.5460	3.8396000e-18
3538.7460	3.8396000e-18
3538.9460	3.8396000e-18
3539.1460	3.8396000e-18
3539.3460	3.9602000e-18
3539.5460	3.9803000e-18
3539.9460	4.8718000e-18
