#lambda[A]  L[erg/s/Hz]         filter	     MJD
15741.80	6.5390087e+26	micUKIRT_UKIDSS.K	57983.97
8969.11	6.6365957e+26	micParanal_HAWKI.J	57983.97
4408.02	1.9849876e+26	micSLOAN_SDSS.r	57983.97
15741.80	6.1465325e+26	micUKIRT_UKIDSS.K	57985.98
8969.11	2.4634987e+26	micParanal_HAWKI.J	57985.98
4408.02	1.5544071e+25	micSLOAN_SDSS.r	57985.98
15741.80	4.3112371e+26	micUKIRT_UKIDSS.K	57987.98
8969.11	1.4508204e+26	micParanal_HAWKI.J	57987.98
4408.02	7.6052905e+24	micSLOAN_SDSS.r	57987.98
15741.80	2.8423880e+26	micUKIRT_UKIDSS.K	57988.98
8969.11	1.0001133e+26	micParanal_HAWKI.J	57988.98
4408.02	5.3102306e+24	micSLOAN_SDSS.r	57988.98
15741.80	2.2754198e+26	micUKIRT_UKIDSS.K	57989.98
8969.11	7.4270248e+25	micParanal_HAWKI.J	57989.98
4408.02	5.2634585e+24	micSLOAN_SDSS.r	57989.98
15741.80	1.6234977e+26	micUKIRT_UKIDSS.K	57990.98
8969.11	5.1741360e+25	micParanal_HAWKI.J	57990.98
4408.02	6.1801043e+24	micSLOAN_SDSS.r	57990.98
15741.80	1.1331783e+26	micUKIRT_UKIDSS.K	57991.97
8969.11	3.8603791e+25	micParanal_HAWKI.J	57991.97
4408.02	5.2634898e+24	micSLOAN_SDSS.r	57991.97
15741.80	8.4367948e+25	micUKIRT_UKIDSS.K	57992.97
8969.11	3.1551634e+25	micParanal_HAWKI.J	57992.97
4408.02	5.1506037e+24	micSLOAN_SDSS.r	57992.97
15741.80	4.2280837e+25	micUKIRT_UKIDSS.K	57993.97
8969.11	1.4441840e+25	micParanal_HAWKI.J	57993.97
4408.02	3.6619395e+24	micSLOAN_SDSS.r	57993.97
15741.80	6.7160821e+25	micUKIRT_UKIDSS.K	57994.97
8969.11	2.9339630e+25	micParanal_HAWKI.J	57994.97
4408.02	4.6296631e+24	micSLOAN_SDSS.r	57994.97
15741.80	4.6401466e+25	micUKIRT_UKIDSS.K	57995.97
8969.11	2.0457761e+25	micParanal_HAWKI.J	57995.97
4408.02	2.6868183e+24	micSLOAN_SDSS.r	57995.97
15741.80	3.6934443e+25	micUKIRT_UKIDSS.K	57996.97
8969.11	1.7043826e+25	micParanal_HAWKI.J	57996.97
4408.02	2.1775140e+24	micSLOAN_SDSS.r	57996.97
15741.80	3.7807616e+25	micUKIRT_UKIDSS.K	57997.97
8969.11	1.6920671e+25	micParanal_HAWKI.J	57997.97
4408.02	2.4410455e+24	micSLOAN_SDSS.r	57997.97
15741.80	5.5179890e+25	micUKIRT_UKIDSS.K	57998.97
8969.11	2.9745910e+25	micParanal_HAWKI.J	57998.97
4408.02	4.1984836e+24	micSLOAN_SDSS.r	57998.97
