#lambda[A]  L[erg/s/Hz]         filter	     MJD
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57983.97
6616.02	5.3437314e+26	micParanal_HAWKI.J	57983.97
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57985.98
6616.02	1.2548802e+26	micParanal_HAWKI.J	57985.98
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57987.98
6616.02	4.7340971e+25	micParanal_HAWKI.J	57987.98
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57988.98
6616.02	2.9543108e+25	micParanal_HAWKI.J	57988.98
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57989.98
6616.02	2.4808953e+25	micParanal_HAWKI.J	57989.98
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57990.98
6616.02	2.2202064e+25	micParanal_HAWKI.J	57990.98
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57991.97
6616.02	1.7888837e+25	micParanal_HAWKI.J	57991.97
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57992.97
6616.02	1.6129534e+25	micParanal_HAWKI.J	57992.97
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57993.97
6616.02	7.5568280e+24	micParanal_HAWKI.J	57993.97
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57994.97
6616.02	1.6894706e+25	micParanal_HAWKI.J	57994.97
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57995.97
6616.02	1.3271892e+25	micParanal_HAWKI.J	57995.97
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57996.97
6616.02	1.1967555e+25	micParanal_HAWKI.J	57996.97
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57997.97
6616.02	1.0511446e+25	micParanal_HAWKI.J	57997.97
-99.00	-9.9000000e+01	micGeneric_Bessell.R	57998.97
6616.02	2.0459320e+25	micParanal_HAWKI.J	57998.97
