#lambda[A]  L[erg/s/Hz]         filter	     MJD
7324.60	5.4700997e+26	micParanal_HAWKI.J	57983.97
4365.05	1.9267724e+26	micSLOAN_SDSS.i	57983.97
7324.60	1.8191370e+26	micParanal_HAWKI.J	57985.98
4365.05	1.4831407e+25	micSLOAN_SDSS.i	57985.98
7324.60	7.9698098e+25	micParanal_HAWKI.J	57987.98
4365.05	7.2680487e+24	micSLOAN_SDSS.i	57987.98
7324.60	4.9467038e+25	micParanal_HAWKI.J	57988.98
4365.05	5.2069833e+24	micSLOAN_SDSS.i	57988.98
7324.60	3.8488950e+25	micParanal_HAWKI.J	57989.98
4365.05	5.1147341e+24	micSLOAN_SDSS.i	57989.98
7324.60	2.9131342e+25	micParanal_HAWKI.J	57990.98
4365.05	5.7176847e+24	micSLOAN_SDSS.i	57990.98
7324.60	2.3755548e+25	micParanal_HAWKI.J	57991.97
4365.05	5.0228345e+24	micSLOAN_SDSS.i	57991.97
7324.60	2.0336326e+25	micParanal_HAWKI.J	57992.97
4365.05	5.1828171e+24	micSLOAN_SDSS.i	57992.97
7324.60	9.2444479e+24	micParanal_HAWKI.J	57993.97
4365.05	3.6332916e+24	micSLOAN_SDSS.i	57993.97
7324.60	2.1727200e+25	micParanal_HAWKI.J	57994.97
4365.05	4.4958589e+24	micSLOAN_SDSS.i	57994.97
7324.60	1.5347436e+25	micParanal_HAWKI.J	57995.97
4365.05	2.4609870e+24	micSLOAN_SDSS.i	57995.97
7324.60	1.3941543e+25	micParanal_HAWKI.J	57996.97
4365.05	2.2124843e+24	micSLOAN_SDSS.i	57996.97
7324.60	1.2156943e+25	micParanal_HAWKI.J	57997.97
4365.05	2.4132353e+24	micSLOAN_SDSS.i	57997.97
7324.60	2.4957368e+25	micParanal_HAWKI.J	57998.97
4365.05	4.8644239e+24	micSLOAN_SDSS.i	57998.97
