#lambda[A]  L[erg/s/Hz]         filter	     MJD
5604.73	3.9351352e+26	micGeneric_Bessell.I	57983.97
4578.58	2.2315660e+26	micGeneric_Bessell.R	57983.97
5604.73	5.6024659e+25	micGeneric_Bessell.I	57985.98
4578.58	2.0336347e+25	micGeneric_Bessell.R	57985.98
5604.73	2.1934041e+25	micGeneric_Bessell.I	57987.98
4578.58	9.3310424e+24	micGeneric_Bessell.R	57987.98
5604.73	1.3962173e+25	micGeneric_Bessell.I	57988.98
4578.58	5.9739012e+24	micGeneric_Bessell.R	57988.98
5604.73	1.3149896e+25	micGeneric_Bessell.I	57989.98
4578.58	5.8146460e+24	micGeneric_Bessell.R	57989.98
5604.73	1.3367884e+25	micGeneric_Bessell.I	57990.98
4578.58	7.1163991e+24	micGeneric_Bessell.R	57990.98
5604.73	1.0696103e+25	micGeneric_Bessell.I	57991.97
4578.58	6.1152649e+24	micGeneric_Bessell.R	57991.97
5604.73	1.0151995e+25	micGeneric_Bessell.I	57992.97
4578.58	5.2930392e+24	micGeneric_Bessell.R	57992.97
5604.73	4.9591379e+24	micGeneric_Bessell.I	57993.97
4578.58	3.1622058e+24	micGeneric_Bessell.R	57993.97
5604.73	1.0099365e+25	micGeneric_Bessell.I	57994.97
4578.58	5.1432149e+24	micGeneric_Bessell.R	57994.97
5604.73	1.0445307e+25	micGeneric_Bessell.I	57995.97
4578.58	3.5452448e+24	micGeneric_Bessell.R	57995.97
5604.73	8.2000979e+24	micGeneric_Bessell.I	57996.97
4578.58	3.1561688e+24	micGeneric_Bessell.R	57996.97
5604.73	1.0001935e+25	micGeneric_Bessell.I	57997.97
4578.58	2.9685844e+24	micGeneric_Bessell.R	57997.97
5604.73	1.5404047e+25	micGeneric_Bessell.I	57998.97
4578.58	6.0913320e+24	micGeneric_Bessell.R	57998.97
