# PARAMETER UT      30.97
# PARAMETER MJD     57995.97
# PARAMETER PHASE   13.5
3500.25698 0 
3500.45698 0 
3500.65698 0 
3500.85698 0 
3501.05698 0 
3501.25698 0 
3501.45698 0 
3501.65798 0 
3501.85798 0 
3502.05798 0 
3502.45798 0 
3502.65798 0 
3502.85798 0 
3503.05798 0 
3503.25798 0 
3503.45798 0 
3503.65798 0 
3503.85798 0 
3504.05798 0 
3504.25798 0 
3504.45798 -1.7106e-18 
3504.65798 -1.7106e-18 
3504.85798 -1.7106e-18 
3505.05798 -1.7106e-18 
3505.45798 -3.0064e-18 
3505.65798 -3.0064e-18 
3505.85798 -3.0064e-18 
3506.05798 -3.0064e-18 
3506.25798 -3.1983e-18 
3506.45898 -3.3142e-18 
3506.65898 -3.1983e-18 
3506.85898 -3.1983e-18 
3507.05898 -3.3142e-18 
3507.25898 -3.3975e-18 
3507.45898 -3.3975e-18 
3507.65898 -4.0571e-18 
3507.85898 -4.0571e-18 
3508.05898 -3.3975e-18 
3508.25898 -3.3975e-18 
3508.45898 -3.3975e-18 
3508.65898 -3.3142e-18 
3509.05898 -3.1983e-18 
3509.25898 -3.1983e-18 
3509.45898 -3.1983e-18 
3509.65898 -3.1983e-18 
3509.85898 -3.1983e-18 
3510.05898 -3.1983e-18 
3510.25898 -3.1983e-18 
3510.45898 -3.1983e-18 
3510.65898 -3.3663e-18 
3510.85898 -3.3663e-18 
3511.05998 -3.3663e-18 
3511.25998 -3.5816e-18 
3511.45998 -3.5816e-18 
3511.65998 -3.3663e-18 
3511.85998 -3.3663e-18 
3512.45998 -3.3663e-18 
3512.65998 -3.5816e-18 
3512.85998 -3.5816e-18 
3513.05998 -3.3663e-18 
3513.25998 -3.3663e-18 
3513.45998 -3.0064e-18 
3513.65998 -2.7009e-18 
3513.85998 -2.7009e-18 
3514.05998 -1.1513e-18 
3514.25998 -1.1513e-18 
3514.45998 -1.1513e-18 
3514.65998 -1.1513e-18 
3514.85998 -1.8767e-20 
3515.05998 -1.8767e-20 
3515.25998 8.3902e-19 
3515.45998 1.1322e-18 
3515.66098 1.2896e-18 
3515.86098 1.1322e-18 
3516.06098 1.1322e-18 
3516.26098 1.1322e-18 
